id,trial__id,struck_by,race,gender,defendant_race,strike_eligibility,cause_number,same_race,struck_state,year
3845,78,Struck by the state,Black,Unknown,White,State,1995-7009[1],different race,Struck by State,1995
3842,78,Juror chosen to serve on jury,White,Unknown,White,Both State and Defense,1995-7009[1],same race,Not struck by State,1995
14597,21,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2001-0004,same race,Not struck by State,2001
2820,56,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1995-2204,different race,Not struck by State,1995
2821,56,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1995-2204,different race,Not struck by State,1995
2822,56,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1995-2204,different race,Not struck by State,1995
11096,224,Struck by the state,Black,Male,Black,State,1992-2087,same race,Struck by State,1992
11108,224,Struck by the state,Black,Female,Black,State,1992-2087,same race,Struck by State,1992
11087,224,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1992-2087,different race,Not struck by State,1992
11088,224,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1992-2087,different race,Not struck by State,1992
11091,224,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1992-2087,different race,Not struck by State,1992
11094,224,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1992-2087,different race,Not struck by State,1992
11095,224,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1992-2087,different race,Not struck by State,1992
11098,224,Juror chosen to serve on jury,White,Male,Black,State,1992-2087,different race,Not struck by State,1992
11099,224,Juror chosen to serve on jury,White,Female,Black,State,1992-2087,different race,Not struck by State,1992
413,8,Struck by the defense,White,Unknown,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
414,8,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
3918,80,Struck by the state,White,Unknown,White,State,1996-7154,same race,Struck by State,1996
3919,80,Juror chosen to serve on jury,White,Unknown,White,Both State and Defense,1996-7154,same race,Not struck by State,1996
3920,80,Juror chosen to serve on jury,White,Unknown,White,Both State and Defense,1996-7154,same race,Not struck by State,1996
3922,80,Juror chosen to serve on jury,White,Unknown,White,Both State and Defense,1996-7154,same race,Not struck by State,1996
3924,80,Struck by the state,Black,Unknown,White,State,1996-7154,different race,Struck by State,1996
3926,80,Struck by the state,Black,Unknown,White,State,1996-7154,different race,Struck by State,1996
417,8,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
420,8,Struck by the state,White,Unknown,Black,State,1995-10013,different race,Struck by State,1995
422,8,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
423,8,Struck by the defense,White,Female,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
424,8,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
425,8,Struck by the state,Black,Male,Black,State,1995-10013,same race,Struck by State,1995
3410,69,Struck by the state,White,Female,Black,State,2005-0032,different race,Struck by State,2005
3411,69,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2005-0032,different race,Not struck by State,2005
3412,69,Struck by the defense,White,Male,Black,Both State and Defense,2005-0032,different race,Not struck by State,2005
3413,69,Struck by the state,Black,Male,Black,State,2005-0032,same race,Struck by State,2005
3414,69,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2005-0032,same race,Not struck by State,2005
3416,69,Struck by the defense,White,Male,Black,Both State and Defense,2005-0032,different race,Not struck by State,2005
3417,69,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2005-0032,same race,Not struck by State,2005
3419,69,Struck by the defense,White,Female,Black,Both State and Defense,2005-0032,different race,Not struck by State,2005
3420,69,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2005-0032,same race,Not struck by State,2005
3421,69,Struck by the state,Black,Female,Black,State,2005-0032,same race,Struck by State,2005
3423,69,Struck by the defense,White,Female,Black,Both State and Defense,2005-0032,different race,Not struck by State,2005
3425,69,Struck by the defense,White,Female,Black,Both State and Defense,2005-0032,different race,Not struck by State,2005
3426,69,Struck by the state,White,Male,Black,State,2005-0032,different race,Struck by State,2005
3427,69,Struck by the state,Black,Male,Black,State,2005-0032,same race,Struck by State,2005
3430,69,Struck by the defense,White,Male,Black,Both State and Defense,2005-0032,different race,Not struck by State,2005
3440,69,Struck by the defense,White,Female,Black,Both State and Defense,2005-0032,different race,Not struck by State,2005
3441,69,Juror chosen as alternate,White,Female,Black,State,2005-0032,different race,Not struck by State,2005
426,8,Struck by the defense,White,Female,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
427,8,Struck by the state,White,Male,Black,State,1995-10013,different race,Struck by State,1995
428,8,Struck by the defense,White,Male,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
429,8,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
430,8,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
431,8,Struck by the state,White,Female,Black,State,1995-10013,different race,Struck by State,1995
432,8,Struck by the defense,White,Unknown,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
433,8,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-10013,different race,Not struck by State,1995
434,8,Struck by the state,White,Female,Black,State,1995-10013,different race,Struck by State,1995
436,8,Struck by the state,Black,Unknown,Black,State,1995-10013,same race,Struck by State,1995
3999,81,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1996-7156,same race,Not struck by State,1996
4000,81,Struck by the state,Black,Unknown,Black,State,1996-7156,same race,Struck by State,1996
4001,81,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1996-7156,same race,Not struck by State,1996
4002,81,Struck by the state,White,Male,Black,State,1996-7156,different race,Struck by State,1996
4003,81,Juror chosen to serve on jury,Black,Unknown,Black,Both State and Defense,1996-7156,same race,Not struck by State,1996
4004,81,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1996-7156,different race,Not struck by State,1996
4005,81,Struck by the defense,White,Female,Black,Both State and Defense,1996-7156,different race,Not struck by State,1996
4008,81,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1996-7156,different race,Not struck by State,1996
4009,81,Struck by the defense,White,Unknown,Black,Both State and Defense,1996-7156,different race,Not struck by State,1996
4011,81,Struck by the state,Black,Female,Black,State,1996-7156,same race,Struck by State,1996
4012,81,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1996-7156,different race,Not struck by State,1996
4014,81,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1996-7156,different race,Not struck by State,1996
4015,81,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1996-7156,same race,Not struck by State,1996
4016,81,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1996-7156,same race,Not struck by State,1996
4017,81,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1996-7156,different race,Not struck by State,1996
4018,81,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,1996-7156,different race,Not struck by State,1996
4019,81,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1996-7156,different race,Not struck by State,1996
4020,81,Struck by the state,Black,Female,Black,State,1996-7156,same race,Struck by State,1996
4021,81,Juror chosen as alternate,White,Unknown,Black,Both State and Defense,1996-7156,different race,Not struck by State,1996
4079,83,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1997-7443,same race,Not struck by State,1997
4080,83,Struck by the defense,White,Male,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4081,83,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1997-7443,same race,Not struck by State,1997
4082,83,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4083,83,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4084,83,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1997-7443,same race,Not struck by State,1997
4085,83,Struck by the defense,White,Female,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4086,83,Struck by the defense,White,Male,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4087,83,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4088,83,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4089,83,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4090,83,Struck by the defense,White,Male,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4091,83,Struck by the defense,White,Female,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4093,83,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4094,83,Struck by the state,Black,Female,Black,State,1997-7443,same race,Struck by State,1997
4095,83,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4096,83,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4097,83,Struck by the state,Black,Male,Black,State,1997-7443,same race,Struck by State,1997
4098,83,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
4099,83,Juror chosen as alternate,White,Female,Black,Both State and Defense,1997-7443,different race,Not struck by State,1997
3255,65,Struck by the state,White,Female,Black,State,2002-0012,different race,Struck by State,2002
3262,65,Struck by the state,White,Male,Black,State,2002-0012,different race,Struck by State,2002
4212,86,Struck by the defense,White,Male,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4213,86,Struck by the defense,White,Female,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4214,86,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1997-7491,same race,Not struck by State,1997
4215,86,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4216,86,Struck by the defense,White,Female,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4217,86,Struck by the state,Black,Male,Black,State,1997-7491,same race,Struck by State,1997
4218,86,Struck by the defense,White,Female,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4219,86,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4220,86,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1997-7491,same race,Not struck by State,1997
4221,86,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4222,86,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1997-7491,same race,Not struck by State,1997
4223,86,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1997-7491,same race,Not struck by State,1997
4148,84,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-7448,different race,Not struck by State,1997
4150,84,Juror chosen as alternate,White,Male,Black,Both State and Defense,1997-7448,different race,Not struck by State,1997
2204,44,Struck by the defense,Black,Male,Black,Both State and Defense,1997-2092,same race,Not struck by State,1997
2823,56,Struck by the state,White,Female,Black,State,1995-2204,different race,Struck by State,1995
2825,56,Struck by the state,White,Male,Black,State,1995-2204,different race,Struck by State,1995
2826,56,Struck by the state,White,Female,Black,State,1995-2204,different race,Struck by State,1995
2828,56,Struck by the state,White,Male,Black,State,1995-2204,different race,Struck by State,1995
2829,56,Struck by the state,White,Female,Black,State,1995-2204,different race,Struck by State,1995
3090,62,Juror chosen to serve on jury,Black,Male,White,Both State and Defense,1999-0052,different race,Not struck by State,1999
1400,28,Struck by the state,White,Male,White,State,2007-0017,same race,Struck by State,2007
1401,28,Struck by the defense,White,Female,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1402,28,Juror chosen to serve on jury,White,Male,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1404,28,Struck by the defense,White,Female,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
4225,86,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4226,86,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4227,86,Struck by the state,Black,Female,Black,State,1997-7491,same race,Struck by State,1997
4228,86,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1997-7491,same race,Not struck by State,1997
4229,86,Struck by the defense,White,Female,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4231,86,Struck by the state,Black,Male,Black,State,1997-7491,same race,Struck by State,1997
4232,86,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4233,86,Struck by the defense,White,Male,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
4235,86,Juror chosen to serve on jury,White,Female,Black,State,1997-7491,different race,Not struck by State,1997
4236,86,Juror chosen as alternate,White,Male,Black,Both State and Defense,1997-7491,different race,Not struck by State,1997
3092,62,Juror chosen to serve on jury,Black,Male,White,Both State and Defense,1999-0052,different race,Not struck by State,1999
1405,28,Juror chosen to serve on jury,White,Female,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1406,28,Struck by the state,White,Male,White,State,2007-0017,same race,Struck by State,2007
1407,28,Struck by the defense,Black,Female,White,Both State and Defense,2007-0017,different race,Not struck by State,2007
1408,28,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,2007-0017,different race,Not struck by State,2007
1409,28,Struck by the defense,White,Female,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1410,28,Struck by the defense,White,Female,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1412,28,Juror chosen to serve on jury,Black,Male,White,Both State and Defense,2007-0017,different race,Not struck by State,2007
1414,28,Struck by the defense,White,Female,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1416,28,Struck by the state,White,Female,White,State,2007-0017,same race,Struck by State,2007
1417,28,Struck by the defense,White,Female,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1418,28,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,2007-0017,different race,Not struck by State,2007
1419,28,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,2007-0017,different race,Not struck by State,2007
1421,28,Struck by the state,White,Male,White,State,2007-0017,same race,Struck by State,2007
1422,28,Juror chosen to serve on jury,White,Male,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1423,28,Juror chosen to serve on jury,White,Male,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1425,28,Struck by the defense,Black,Female,White,Both State and Defense,2007-0017,different race,Not struck by State,2007
1426,28,Struck by the defense,White,Female,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1427,28,Juror chosen to serve on jury,White,Male,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1428,28,Struck by the state,White,Male,White,State,2007-0017,same race,Struck by State,2007
1429,28,Struck by the state,Black,Male,White,State,2007-0017,different race,Struck by State,2007
1430,28,Struck by the state,Black,Male,White,State,2007-0017,different race,Struck by State,2007
1431,28,Struck by the defense,White,Female,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1432,28,Struck by the defense,White,Female,White,Both State and Defense,2007-0017,same race,Not struck by State,2007
1433,28,Struck by the defense,Black,Female,White,Both State and Defense,2007-0017,different race,Not struck by State,2007
1434,28,Juror chosen to serve on jury,White,Male,White,State,2007-0017,same race,Not struck by State,2007
1435,28,Juror chosen to serve on jury,Black,Female,White,State,2007-0017,different race,Not struck by State,2007
1436,28,Juror chosen as alternate,Black,Male,White,Both State and Defense,2007-0017,different race,Not struck by State,2007
4370,89,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1998-0047,same race,Not struck by State,1998
4371,89,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1998-0047,different race,Not struck by State,1998
4372,89,Struck by the defense,White,Female,Black,Both State and Defense,1998-0047,different race,Not struck by State,1998
4373,89,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1998-0047,same race,Not struck by State,1998
4374,89,Struck by the defense,White,Male,Black,Both State and Defense,1998-0047,different race,Not struck by State,1998
4376,89,Struck by the defense,White,Male,Black,Both State and Defense,1998-0047,different race,Not struck by State,1998
3933,80,Juror chosen as alternate,Black,Unknown,White,Both State and Defense,1996-7154,different race,Not struck by State,1996
6845,133,Struck by the defense,White,Female,White,Both State and Defense,2000-0110,same race,Not struck by State,2000
3942,80,Juror chosen to serve on jury,Black,Unknown,White,Both State and Defense,1996-7154,different race,Not struck by State,1996
3943,80,Struck by the defense,White,Unknown,White,Both State and Defense,1996-7154,same race,Not struck by State,1996
3944,80,Juror chosen to serve on jury,White,Unknown,White,Both State and Defense,1996-7154,same race,Not struck by State,1996
3946,80,Juror chosen to serve on jury,White,Unknown,White,Both State and Defense,1996-7154,same race,Not struck by State,1996
3947,80,Juror chosen to serve on jury,Black,Unknown,White,Both State and Defense,1996-7154,different race,Not struck by State,1996
3948,80,Struck by the defense,White,Unknown,White,Both State and Defense,1996-7154,same race,Not struck by State,1996
3951,80,Struck by the state,Black,Unknown,White,State,1996-7154,different race,Struck by State,1996
3952,80,Struck by the state,Black,Unknown,White,State,1996-7154,different race,Struck by State,1996
3953,80,Struck by the state,Black,Unknown,White,State,1996-7154,different race,Struck by State,1996
3954,80,Juror chosen to serve on jury,White,Unknown,White,Both State and Defense,1996-7154,same race,Not struck by State,1996
3955,80,Struck by the defense,White,Unknown,White,Both State and Defense,1996-7154,same race,Not struck by State,1996
3956,80,Juror chosen to serve on jury,Black,Unknown,White,Both State and Defense,1996-7154,different race,Not struck by State,1996
3957,80,Juror chosen to serve on jury,White,Unknown,White,Both State and Defense,1996-7154,same race,Not struck by State,1996
10014,195,Struck by the state,Black,Female,Black,State,1992-9708,same race,Struck by State,1992
3093,62,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3094,62,Struck by the state,White,Female,White,State,1999-0052,same race,Struck by State,1999
3095,62,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,1999-0052,different race,Not struck by State,1999
3096,62,Juror chosen to serve on jury,White,Male,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3097,62,Struck by the defense,White,Female,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3098,62,Juror chosen to serve on jury,White,Male,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3100,62,Struck by the defense,White,Male,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3102,62,Struck by the state,Black,Male,White,State,1999-0052,different race,Struck by State,1999
3103,62,Juror chosen to serve on jury,White,Male,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3104,62,Struck by the defense,White,Female,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3105,62,Struck by the state,Black,Female,White,State,1999-0052,different race,Struck by State,1999
3106,62,Juror chosen to serve on jury,White,Male,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3107,62,Juror chosen to serve on jury,Black,Female,White,Both State and Defense,1999-0052,different race,Not struck by State,1999
3108,62,Struck by the state,White,Female,White,State,1999-0052,same race,Struck by State,1999
3109,62,Struck by the state,Black,Male,White,State,1999-0052,different race,Struck by State,1999
3110,62,Struck by the defense,White,Female,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3111,62,Juror chosen to serve on jury,White,Female,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3112,62,Struck by the defense,White,Male,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3113,62,Struck by the defense,White,Male,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
3115,62,Struck by the state,Black,Male,White,State,1999-0052,different race,Struck by State,1999
3117,62,Struck by the defense,White,Male,White,Both State and Defense,1999-0052,same race,Not struck by State,1999
4577,92,Struck by the defense,White,Male,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4578,92,Struck by the state,Black,Female,Black,State,1999-0094,same race,Struck by State,1999
4579,92,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4580,92,Struck by the defense,White,Male,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4581,92,Struck by the state,White,Male,Black,State,1999-0094,different race,Struck by State,1999
4594,92,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4595,92,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4596,92,Struck by the state,Black,Female,Black,State,1999-0094,same race,Struck by State,1999
4597,92,Struck by the defense,White,Male,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4598,92,Juror chosen to serve on jury,Black,Female,Black,State,1999-0094,same race,Not struck by State,1999
4601,92,Juror chosen to serve on jury,Black,Male,Black,State,1999-0094,same race,Not struck by State,1999
4570,92,Struck by the defense,White,Male,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4571,92,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4573,92,Struck by the defense,White,Female,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4574,92,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4575,92,Struck by the defense,White,Female,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4576,92,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4583,92,Struck by the state,Black,Female,Black,State,1999-0094,same race,Struck by State,1999
4588,92,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4590,92,Struck by the state,Black,Female,Black,State,1999-0094,same race,Struck by State,1999
4591,92,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
4592,92,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1999-0094,different race,Not struck by State,1999
2877,57,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
3878,79,Struck by the state,Black,Male,Black,State,1996-7103,same race,Struck by State,1996
3879,79,Struck by the defense,White,Unknown,Black,Both State and Defense,1996-7103,different race,Not struck by State,1996
3880,79,Struck by the state,Black,Male,Black,State,1996-7103,same race,Struck by State,1996
3881,79,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,1996-7103,different race,Not struck by State,1996
3882,79,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,1996-7103,different race,Not struck by State,1996
3884,79,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,1996-7103,different race,Not struck by State,1996
3885,79,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,1996-7103,different race,Not struck by State,1996
3887,79,Struck by the state,Black,Female,Black,State,1996-7103,same race,Struck by State,1996
3888,79,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,1996-7103,different race,Not struck by State,1996
3890,79,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1996-7103,different race,Not struck by State,1996
3891,79,Struck by the defense,White,Unknown,Black,Both State and Defense,1996-7103,different race,Not struck by State,1996
3892,79,Struck by the defense,White,Unknown,Black,Both State and Defense,1996-7103,different race,Not struck by State,1996
3893,79,Juror chosen to serve on jury,White,Unknown,Black,State,1996-7103,different race,Not struck by State,1996
3894,79,Juror chosen to serve on jury,Black,Female,Black,State,1996-7103,same race,Not struck by State,1996
3895,79,Juror chosen to serve on jury,White,Unknown,Black,State,1996-7103,different race,Not struck by State,1996
3896,79,Struck by the state,Black,Female,Black,State,1996-7103,same race,Struck by State,1996
3897,79,Struck by the state,Black,Female,Black,State,1996-7103,same race,Struck by State,1996
4686,94,Struck by the defense,White,Male,Black,Both State and Defense,2000-0117,different race,Not struck by State,2000
4687,94,Struck by the state,Black,Male,Black,State,2000-0117,same race,Struck by State,2000
4688,94,Struck by the defense,White,Female,Black,Both State and Defense,2000-0117,different race,Not struck by State,2000
4689,94,Struck by the state,Black,Male,Black,State,2000-0117,same race,Struck by State,2000
4690,94,Struck by the defense,White,Male,Black,Both State and Defense,2000-0117,different race,Not struck by State,2000
4691,94,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2000-0117,different race,Not struck by State,2000
4692,94,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2000-0117,different race,Not struck by State,2000
4695,94,Struck by the state,White,Female,Black,State,2000-0117,different race,Struck by State,2000
9198,179,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9199,179,Struck by the defense,White,Male,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9228,179,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9230,179,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9231,179,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0016,same race,Not struck by State,2006
9233,179,Struck by the defense,White,Female,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9235,179,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9236,179,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9238,179,Struck by the defense,White,Female,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9239,179,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0016,same race,Not struck by State,2006
9240,179,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9241,179,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9242,179,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0016,same race,Not struck by State,2006
9244,179,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9245,179,Struck by the defense,White,Male,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9246,179,Struck by the state,Black,Female,Black,State,2006-0016,same race,Struck by State,2006
9247,179,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2006-0016,same race,Not struck by State,2006
9248,179,Struck by the defense,White,Female,Black,Both State and Defense,2006-0016,different race,Not struck by State,2006
9249,179,Struck by the defense,Black,Female,Black,Both State and Defense,2006-0016,same race,Not struck by State,2006
4768,95,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2000-0133,different race,Not struck by State,2000
3898,79,Juror chosen to serve on jury,White,Unknown,Black,State,1996-7103,different race,Not struck by State,1996
3899,79,Juror chosen to serve on jury,Black,Unknown,Black,State,1996-7103,same race,Not struck by State,1996
3902,79,Juror chosen as alternate,Black,Unknown,Black,Both State and Defense,1996-7103,same race,Not struck by State,1996
14590,79,Juror chosen to serve on jury,White,Unknown,Black,State,1996-7103,different race,Not struck by State,1996
1155,23,Juror chosen to serve on jury,White,Unknown,Black,Both State and Defense,2003-0039,different race,Not struck by State,2003
2290,45,Juror chosen to serve on jury,Black,Unknown,Black,State,1998-2109,same race,Not struck by State,1998
4896,97,Struck by the defense,White,Female,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4897,97,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4898,97,Struck by the defense,White,Male,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4899,97,Struck by the defense,White,Female,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4900,97,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4902,97,Struck by the state,Black,Male,Black,State,2001-0209,same race,Struck by State,2001
4903,97,Struck by the defense,White,Male,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4905,97,Struck by the state,White,Female,Black,State,2001-0209,different race,Struck by State,2001
4906,97,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
