id,trial__id,struck_by,race,gender,defendant_race,strike_eligibility,cause_number,same_race,struck_state,year
4908,97,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4909,97,Struck by the state,White,Female,Black,State,2001-0209,different race,Struck by State,2001
4910,97,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2001-0209,same race,Not struck by State,2001
4911,97,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4912,97,Struck by the state,Black,Male,Black,State,2001-0209,same race,Struck by State,2001
4913,97,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
14706,45,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1998-2109,different race,Not struck by State,1998
2831,56,Juror chosen to serve on jury,White,Female,Black,State,1995-2204,different race,Not struck by State,1995
2832,56,Juror chosen to serve on jury,White,Female,Black,State,1995-2204,different race,Not struck by State,1995
2839,56,Juror chosen as alternate,White,Male,Black,Both State and Defense,1995-2204,different race,Not struck by State,1995
2840,56,Juror chosen as alternate,Black,Male,Black,Both State and Defense,1995-2204,same race,Not struck by State,1995
2866,57,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2867,57,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2868,57,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2870,57,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2871,57,Struck by the defense,White,Female,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2872,57,Struck by the defense,Black,Male,Black,Both State and Defense,1995-2214,same race,Not struck by State,1995
2873,57,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2874,57,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2875,57,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2876,57,Struck by the defense,White,Female,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2878,57,Struck by the defense,White,Male,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
4914,97,Struck by the state,White,Male,Black,State,2001-0209,different race,Struck by State,2001
4915,97,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4917,97,Struck by the defense,White,Female,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4918,97,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2001-0209,same race,Not struck by State,2001
4919,97,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4920,97,Struck by the defense,White,Male,Black,Both State and Defense,2001-0209,different race,Not struck by State,2001
4921,97,Struck by the state,Black,Female,Black,State,2001-0209,same race,Struck by State,2001
4924,97,Juror chosen as alternate,Black,Female,Black,Both State and Defense,2001-0209,same race,Not struck by State,2001
2869,57,Struck by the state,Black,Female,Black,State,1995-2214,same race,Struck by State,1995
2879,57,Struck by the defense,White,Female,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2880,57,Struck by the state,White,Female,Black,State,1995-2214,different race,Struck by State,1995
2881,57,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2882,57,Struck by the state,Black,Male,Black,State,1995-2214,same race,Struck by State,1995
2883,57,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2887,57,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
2888,57,Struck by the state,Black,Male,Black,State,1995-2214,same race,Struck by State,1995
2889,57,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1995-2214,different race,Not struck by State,1995
5408,104,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2005-0116,different race,Not struck by State,2005
5078,99,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2004-0006,different race,Not struck by State,2004
5079,99,Struck by the defense,White,Male,Black,Both State and Defense,2004-0006,different race,Not struck by State,2004
5080,99,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2004-0006,different race,Not struck by State,2004
5081,99,Struck by the state,Black,Female,Black,State,2004-0006,same race,Struck by State,2004
5082,99,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2004-0006,different race,Not struck by State,2004
5084,99,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2004-0006,different race,Not struck by State,2004
5085,99,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,2004-0006,different race,Not struck by State,2004
5086,99,Struck by the state,Black,Female,Black,State,2004-0006,same race,Struck by State,2004
5087,99,Struck by the state,Black,Female,Black,State,2004-0006,same race,Struck by State,2004
5088,99,Struck by the state,Black,Female,Black,State,2004-0006,same race,Struck by State,2004
5089,99,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2004-0006,same race,Not struck by State,2004
5090,99,Struck by the defense,White,Female,Black,Both State and Defense,2004-0006,different race,Not struck by State,2004
5091,99,Struck by the defense,White,Male,Black,Both State and Defense,2004-0006,different race,Not struck by State,2004
5093,99,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2004-0006,same race,Not struck by State,2004
5095,99,Struck by the defense,White,Male,Black,Both State and Defense,2004-0006,different race,Not struck by State,2004
5096,99,Struck by the defense,White,Male,Black,Both State and Defense,2004-0006,different race,Not struck by State,2004
5097,99,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2004-0006,same race,Not struck by State,2004
5098,99,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2004-0006,same race,Not struck by State,2004
5099,99,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2004-0006,same race,Not struck by State,2004
5100,99,Struck by the defense,White,Male,Black,Both State and Defense,2004-0006,different race,Not struck by State,2004
5101,99,Struck by the state,Black,Female,Black,State,2004-0006,same race,Struck by State,2004
5191,101,Struck by the state,Black,Female,Black,State,2004-0163[2],same race,Struck by State,2004
5591,107,Struck by the defense,White,Male,Black,Both State and Defense,2008-0105,different race,Not struck by State,2008
5185,101,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2004-0163[2],different race,Not struck by State,2004
5594,107,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2008-0105,same race,Not struck by State,2008
9134,177,Struck by the defense,White,Female,White,Both State and Defense,2001-0010,same race,Not struck by State,2001
3771,76,Struck by the defense,Black,Male,Black,Both State and Defense,1994-6819,same race,Not struck by State,1994
3772,76,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3773,76,Struck by the state,Black,Male,Black,State,1994-6819,same race,Struck by State,1994
3774,76,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3775,76,Struck by the defense,White,Male,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3776,76,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1994-6819,same race,Not struck by State,1994
3777,76,Struck by the defense,White,Male,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3779,76,Struck by the state,Black,Female,Black,State,1994-6819,same race,Struck by State,1994
3780,76,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3781,76,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3783,76,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3784,76,Struck by the defense,White,Male,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3785,76,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,1994-6819,same race,Not struck by State,1994
3786,76,Struck by the state,Black,Female,Black,State,1994-6819,same race,Struck by State,1994
3787,76,Struck by the state,Black,Female,Black,State,1994-6819,same race,Struck by State,1994
3788,76,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3789,76,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3790,76,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,1994-6819,same race,Not struck by State,1994
3791,76,Struck by the defense,White,Male,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3792,76,Struck by the defense,White,Female,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
3793,76,Juror chosen to serve on jury,White,Female,Black,Both State and Defense,1994-6819,different race,Not struck by State,1994
14707,50,Juror chosen to serve on jury,White,Male,Black,Both State and Defense,2009-0012,different race,Not struck by State,2009
5331,103,Juror chosen to serve on jury,Black,Female,Black,Both State and Defense,2005-0043,same race,Not struck by State,2005
9260,180,Struck by the state,Black,Female,Black,State,2006-0017,same race,Struck by State,2006
9261,180,Juror chosen to serve on jury,Black,Male,Black,Both State and Defense,2006-0017,same race,Not struck by State,2006
9262,180,Struck by the state,Black,Female,Black,State,2006-0017,same race,Struck by State,2006
9275,180,Struck by the defense,White,Male,Black,Both State and Defense,2006-0017,different race,Not struck by State,2006
9276,180,Struck by the state,Black,Female,Black,State,2006-0017,same race,Struck by State,2006
9780,191,Struck by the state,Black,Male,Black,State,2010-0023,same race,Struck by State,2010
9790,191,Juror chosen to serve on jury,White,Female,Black,State,2010-0023,different race,Not struck by State,2010
9791,191,Juror chosen to serve on jury,White,Female,Black,State,2010-0023,different race,Not struck by State,2010
